order_id,user_id,order_number,order_dow,order_hour_of_day,days_since_prior_order,,,,,,
1145465,40,9,0,9,14,,,588,19,13,3
2431024,40,10,0,8,7,,,589,5,15,3
252244,41,1,6,16,,,,590,5,13,2
2111787,41,2,2,20,24,,,591,8,3,3
2838655,41,3,0,13,30,,,592,5,21,3
2196695,41,4,1,12,22,,,593,18,16,2
3083886,41,5,0,19,27,,,594,6,28,3
2032076,41,6,0,20,30,,,595,8,24,2
940313,42,1,2,10,,,,596,65,6,3
1816335,42,2,1,15,6,,,597,8,23,3
19190,42,3,1,19,7,,,598,8,11,4
77399,42,4,1,9,7,,,599,33,5,3
2848715,42,5,2,18,8,,,600,8,9,2
1560102,42,6,1,19,13,,,601,10,16,3
232622,42,7,3,13,9,,,602,8,8,3
378457,42,8,0,10,11,,,603,6,22,3
521231,42,9,3,19,24,,,604,28,13,3
2019391,42,10,5,1,9,,,605,6,19,4
2315446,42,11,3,18,19,,,606,31,10,2
2083588,42,12,2,13,20,,,607,11,17,2
1602489,42,13,4,12,9,,,608,14,19,2
2204386,42,14,5,16,22,,,609,19,18,2
278626,42,15,0,15,30,,,610,4,11,3
3034563,42,16,0,13,14,,,611,17,14,5
2803975,42,17,0,11,14,,,612,40,9,2
606677,43,1,1,18,,,,613,13,8,1
1530871,43,2,4,19,24,,,614,4,27,1
656728,43,3,4,11,7,,,615,5,26,4
634665,43,4,3,18,6,,,616,29,11,3
2412774,43,5,0,17,11,,,617,11,7,2
2580647,43,6,4,16,4,,,618,28,11,3
1630444,43,7,0,12,10,,,619,5,23,4
455561,43,8,1,17,15,,,620,6,30,4
2187180,43,9,4,12,3,,,621,5,23,2
3094389,43,10,5,15,15,,,622,6,24,1
2770903,43,11,0,12,9,,,623,12,19,3
1864787,43,12,5,11,26,,,624,7,22,1
1359969,44,1,0,7,,,,625,4,18,3
462713,44,2,1,9,30,,,626,95,3,3
2699868,44,3,0,9,30,,,627,4,30,3
2436259,44,4,0,12,30,,,628,4,26,1
300892,45,1,1,20,,,,629,8,23,4
784714,45,2,6,19,12,,,630,42,8,5
374526,45,3,3,20,18,,,631,8,19,3
1902833,45,4,2,8,30,,,632,6,16,3
2827745,45,5,5,10,3,,,633,5,23,3
3345812,46,1,1,16,,,,634,12,13,3
31801,46,2,1,13,7,,,635,24,15,3
3102839,46,3,1,16,0,,,636,22,13,3
2539168,46,4,1,11,14,,,637,18,14,4
2518161,46,5,1,17,30,,,638,21,14,3
1406544,46,6,1,15,28,,,639,4,13,2
821110,46,7,1,12,28,,,640,4,10,3
398975,46,8,1,12,21,,,641,30,8,2
3198849,46,9,1,16,14,,,642,7,21,4
1538381,46,10,0,12,6,,,643,10,19,2
244623,46,11,0,12,7,,,644,4,6,3
2998652,46,12,0,16,14,,,645,40,7,3
1876837,46,13,0,13,14,,,646,57,6,3
1945511,46,14,0,14,14,,,647,10,13,2
2596585,46,15,0,16,28,,,648,5,24,3
1254066,46,16,0,15,21,,,649,46,8,1
2661433,46,17,6,17,30,,,650,10,16,3
2681913,46,18,0,9,22,,,651,15,6,2
2009771,46,19,0,16,21,,,652,96,4,3
1947848,46,20,4,20,11,,,653,26,12,3
2857489,47,1,5,16,,,,654,9,9,3
1303645,47,2,6,15,1,,,655,79,5,3
2532123,47,3,4,13,5,,,656,4,23,4
2201188,47,4,2,10,12,,,657,31,9,5
1899315,47,5,2,22,14,,,658,33,11,2
2906490,47,6,4,22,16,,,659,4,21,3
1035233,48,1,6,16,,,,660,10,21,2
3166874,48,2,5,13,27,,,661,10,13,3
2766710,48,3,6,9,15,,,662,13,14,3
501067,48,4,5,12,27,,,663,5,17,3
1643524,48,5,6,10,29,,,664,8,24,2
1657641,48,6,5,9,27,,,665,22,13,3
749250,48,7,6,11,29,,,666,4,30,4
795269,48,8,6,11,14,,,667,76,4,3
3067391,48,9,5,18,13,,,668,15,18,2
555834,48,10,5,22,14,,,669,29,8,2
2924697,48,11,5,18,14,,,670,6,20,4
1216869,49,1,2,9,,,,671,9,25,2
2406693,49,2,6,19,30,,,672,19,14,4
3283823,49,3,5,14,30,,,673,7,19,3
1526098,49,4,3,16,30,,,674,5,8,4
1557694,49,5,1,12,19,,,675,11,22,3
379097,49,6,1,11,30,,,676,12,22,2
500437,49,7,2,15,30,,,677,6,21,2
1250641,49,8,2,11,28,,,678,22,12,3
519514,49,9,4,12,2,,,679,9,21,3
1363380,50,1,3,9,,,,680,7,20,1
3131103,50,2,6,12,10,,,681,6,11,3
2197066,50,3,1,13,9,,,682,20,13,2
3201640,50,4,0,11,6,,,683,7,20,3
2756806,50,5,4,14,11,,,684,27,7,1
1905727,50,6,2,10,5,,,685,5,21,3
357849,50,7,3,13,8,,,686,4,18,3
1673791,50,8,6,14,3,,,687,20,13,4
1941871,50,9,4,11,5,,,688,64,4,2
1431607,50,10,2,10,5,,,689,4,30,3
935755,50,11,6,9,4,,,690,100,3,3
771250,50,12,3,18,4,,,691,23,14,3
218647,50,13,6,14,10,,,692,12,20,3
482971,50,14,4,11,5,,,693,6,13,2
1261865,50,15,2,10,5,,,694,9,23,5
2102570,50,16,1,8,13,,,695,4,4,6
1856643,50,17,2,15,8,,,696,39,9,1
2199859,50,18,1,10,6,,,697,6,17,3
505360,50,19,3,11,2,,,698,6,29,1
2829245,50,20,1,10,5,,,699,37,10,3
1077695,50,21,1,13,14,,,700,9,2,3
3067010,50,22,1,12,7,,,701,8,26,2
458687,50,23,6,17,5,,,702,27,12,2
536094,50,24,3,10,4,,,703,10,7,3
886814,50,25,2,11,6,,,704,7,16,2
1291785,50,26,1,13,6,,,705,7,18,4
1182191,50,27,5,7,11,,,706,11,18,2
2333885,50,28,2,10,4,,,707,13,19,2
3112215,50,29,3,11,1,,,708,15,21,3
3276486,50,30,3,12,7,,,709,6,7,1
2870447,50,31,2,11,6,,,710,17,16,2
623555,50,32,2,12,7,,,711,6,13,4
2443843,50,33,5,7,10,,,712,5,30,3
867561,50,34,0,22,2,,,713,16,13,3
2049647,50,35,4,11,4,,,714,16,17,3
2981401,50,36,1,11,4,,,715,14,16,2
2425696,50,37,4,15,3,,,716,5,12,4
1177903,50,38,1,7,4,,,717,8,9,3
2885215,50,39,6,10,5,,,718,4,29,5
3285176,50,40,3,9,4,,,719,73,5,3
1158241,50,41,0,16,4,,,720,24,15,2
131991,50,42,2,10,2,,,721,19,11,2
1237400,50,43,6,9,4,,,722,9,16,2
3014513,50,44,2,11,3,,,723,14,19,4
1368931,50,45,1,12,6,,,724,4,22,1
1076291,50,46,3,7,2,,,725,10,13,5
412136,50,47,2,11,6,,,726,8,19,2
1939933,50,48,0,10,5,,,727,22,17,2
3147929,50,49,5,8,5,,,728,19,17,3
2018336,50,50,1,11,3,,,729,60,6,2
1229178,50,51,5,10,11,,,730,12,19,4
3044151,50,52,1,9,3,,,731,10,15,2
3330597,50,53,3,11,2,,,732,42,9,3
642111,50,54,6,10,3,,,733,5,20,1
3205359,50,55,1,10,2,,,734,8,15,2
182020,50,56,0,13,6,,,735,10,8,3
636918,50,57,5,12,5,,,736,4,24,2
2670599,50,58,3,10,5,,,737,16,11,4
2236363,50,59,1,11,5,,,738,8,25,1
2757345,50,60,2,12,1,,,739,4,30,0
1915162,50,61,5,11,3,,,740,6,8,2
373535,50,62,2,11,4,,,741,30,8,3
3175017,50,63,6,10,4,,,742,14,18,3
309687,50,64,2,12,10,,,743,6,16,1
2740653,50,65,1,13,6,,,744,6,22,4
2107003,50,66,4,11,3,,,745,10,8,4
103726,50,67,3,9,6,,,746,9,16,2
1750084,50,68,3,9,7,,,747,8,21,3
1099991,51,1,3,14,,,,748,4,15,2
1505429,51,2,2,14,13,,,749,10,12,3
2151817,51,3,5,14,17,,,750,4,22,2
2174416,51,4,0,14,16,,,751,7,30,2
2497897,52,1,1,9,,,,752,12,17,3
1318871,52,2,1,10,7,,,753,4,30,5
1261384,52,3,1,10,7,,,754,14,21,4
2100631,52,4,1,11,7,,,755,13,10,2
580568,52,5,2,10,8,,,756,22,9,2
1680554,52,6,1,13,6,,,757,6,15,3
2428073,52,7,2,7,8,,,758,34,10,2
1551977,52,8,1,10,6,,,759,4,25,3
342306,52,9,1,11,7,,,760,5,11,3
1520353,52,10,2,10,8,,,761,9,19,3
2542086,52,11,2,9,7,,,762,47,8,3
944694,52,12,1,16,6,,,763,4,21,2
2906390,52,13,1,10,7,,,764,4,9,3
1838593,52,14,1,13,7,,,765,6,21,3
1268191,52,15,2,11,8,,,766,16,5,3
2331002,52,16,3,11,8,,,767,32,8,3
1122089,52,17,2,10,6,,,768,34,7,2
1498922,52,18,2,10,14,,,769,13,18,2
180919,52,19,3,8,8,,,770,5,23,3
3146572,52,20,1,13,5,,,771,4,23,4
2695875,52,21,5,10,30,,,772,11,5,3
1307894,52,22,1,9,10,,,773,10,19,4
1856103,52,23,1,13,7,,,774,11,11,2
1030102,52,24,2,9,8,,,775,9,22,1
3306717,52,25,1,10,13,,,776,4,23,4
2127348,52,26,5,13,18,,,777,27,13,3
1588305,52,27,1,8,10,,,778,43,4,3
1647290,52,28,4,16,3,,,779,7,25,3
3364570,53,1,5,19,,,,780,19,6,2
2239092,53,2,1,17,17,,,781,8,20,3
227361,53,3,3,15,16,,,782,5,28,0
3088145,53,4,2,10,13,,,783,4,25,3
79015,54,1,2,19,,,,784,8,18,4
1546110,54,2,0,22,5,,,785,11,23,2
3337837,54,3,4,18,11,,,786,100,3,2
2548338,54,4,1,19,4,,,787,41,8,3
1514655,54,5,6,16,5,,,788,4,28,3
142873,54,6,1,7,9,,,789,12,25,3
2008078,54,7,6,13,5,,,790,5,12,3
631226,54,8,5,16,13,,,791,15,4,3
3121842,54,9,4,10,20,,,792,9,9,3
2205320,54,10,2,9,5,,,793,6,20,3
862838,54,11,4,12,2,,,794,6,26,3
881725,54,12,5,9,8,,,795,13,18,2
939629,54,13,0,11,2,,,796,8,16,4
638726,54,14,0,11,7,,,797,19,18,2
1182951,54,15,5,12,12,,,798,13,13,4
378070,54,16,1,12,3,,,799,16,7,3
1376661,54,17,6,13,12,,,800,22,12,3
3084020,54,18,1,11,9,,,801,6,15,4
2326857,54,19,6,11,12,,,802,7,6,1
905479,54,20,3,10,4,,,803,8,21,1
1321441,54,21,4,0,1,,,804,16,18,3
640014,54,22,6,10,2,,,805,5,30,2
2983519,54,23,5,14,13,,,806,14,15,3
311292,54,24,6,12,1,,,807,22,10,2
2917598,54,25,6,12,7,,,808,4,20,4
2045952,54,26,0,11,1,,,809,22,7,3
2916715,54,27,3,0,3,,,810,4,19,2
3135095,54,28,4,16,1,,,811,8,20,5
51418,54,29,4,23,0,,,812,48,7,3
2143390,54,30,3,11,6,,,813,6,27,4
3167855,54,31,4,10,1,,,814,4,19,4
1339168,54,32,6,11,2,,,815,4,9,3
1630627,54,33,1,1,2,,,816,5,22,3
2413026,54,34,0,9,13,,,817,16,21,2
2648531,54,35,1,11,1,,,818,70,5,3
3184864,54,36,5,10,4,,,819,5,13,3
3249202,54,37,6,12,1,,,820,5,18,2
3336359,54,38,6,14,7,,,821,4,14,3
3066373,54,39,6,20,0,,,822,4,22,2
1840067,54,40,3,20,4,,,823,7,19,3
1893574,54,41,6,9,3,,,824,22,15,3
2861721,54,42,1,9,2,,,825,10,21,2
159678,54,43,4,8,3,,,826,4,17,3
3270096,54,44,3,19,6,,,827,8,21,3
2960216,54,45,4,18,1,,,828,7,21,3
2058687,54,46,2,15,5,,,829,4,12,1
3290450,54,47,0,22,5,,,830,7,23,1
1902195,54,48,4,9,4,,,831,20,16,3
2018396,54,49,6,14,2,,,832,6,28,2
1794598,54,50,0,22,1,,,833,12,21,3
1102893,54,51,2,23,2,,,834,22,12,2
1162211,54,52,4,11,2,,,835,5,23,2
3201675,54,53,5,11,1,,,836,14,17,3
1598289,54,54,6,11,8,,,837,5,7,1
1683909,54,55,3,11,18,,,838,24,12,3
692802,54,56,4,9,1,,,839,27,11,2
3137144,54,57,6,17,2,,,840,10,20,4
1967453,54,58,6,21,7,,,841,16,19,2
899785,54,59,4,8,5,,,842,13,11,3
3370941,54,60,6,23,2,,,843,5,27,3
1433019,54,61,3,12,4,,,844,19,15,2
910390,54,62,2,10,6,,,845,23,7,3
2340803,54,63,4,8,2,,,846,5,15,3
2101107,54,64,1,13,4,,,847,38,10,3
1000935,54,65,4,11,10,,,848,44,6,2
100777,54,66,4,11,7,,,849,30,6,3
3147262,54,67,4,13,0,,,850,8,10,3
496907,54,68,1,11,4,,,851,7,9,4
1107137,54,69,5,15,4,,,852,38,10,2
1743688,54,70,1,15,3,,,853,19,9,2
1404810,54,71,4,10,3,,,854,84,4,3
865967,54,72,1,13,4,,,855,16,18,3
1456703,54,73,2,23,1,,,856,5,17,4
3161832,54,74,4,13,2,,,857,47,8,3
75972,54,75,6,12,2,,,858,31,10,3
2004727,54,76,0,10,8,,,859,8,8,4
596690,54,77,1,11,1,,,860,20,14,2
1325316,54,78,2,23,1,,,861,4,24,2
2080943,55,1,0,14,,,,862,8,12,2
2006658,55,2,2,17,9,,,863,11,21,3
3057843,55,3,2,7,28,,,864,30,10,2
3114269,55,4,1,13,13,,,865,4,20,4
2986671,55,5,2,15,15,,,866,23,16,2
1677021,55,6,2,13,28,,,867,6,27,3
2206148,55,7,1,13,13,,,868,86,4,3
39325,55,8,2,18,30,,,869,5,16,1
2654273,56,1,1,17,,,,870,45,8,3
807593,56,2,1,8,7,,,871,8,28,2
2511442,56,3,4,18,3,,,872,5,25,2
1909697,56,4,1,11,4,,,873,9,8,3
1507154,56,5,0,9,6,,,874,14,8,2
1271686,56,6,1,18,8,,,875,5,9,2
976101,56,7,2,11,8,,,876,5,15,3
758679,56,8,0,16,5,,,877,13,24,2
1221340,56,9,1,8,8,,,878,7,7,4
1327957,56,10,2,10,8,,,879,57,6,3
2139271,56,11,1,8,13,,,880,50,3,3
1836190,56,12,2,9,8,,,881,18,15,2
13318,56,13,1,9,6,,,882,5,13,3
1381572,57,1,6,10,,,,883,13,18,2
1435093,57,2,4,11,5,,,884,4,26,3
1456958,57,3,3,17,6,,,885,22,14,3
48293,57,4,5,7,9,,,886,23,13,3
2047997,57,5,5,15,7,,,887,9,17,3
1623693,57,6,4,21,13,,,888,16,4,3
435581,57,7,2,10,12,,,889,6,25,5
463436,57,8,4,1,9,,,890,21,13,5
1545777,57,9,3,22,6,,,891,16,19,2
2380545,57,10,6,6,10,,,892,13,7,4
839442,57,11,2,7,3,,,893,29,9,4
949025,57,12,6,11,4,,,894,67,5,2
1775331,57,13,3,10,11,,,895,6,20,4
2676852,57,14,6,5,10,,,896,27,11,2
320326,57,15,0,7,8,,,897,5,20,4
913794,58,1,4,14,,,,898,53,6,3
692224,58,2,0,10,3,,,899,11,3,4
714002,58,3,6,15,13,,,900,8,12,4
1578027,58,4,0,17,1,,,901,5,20,2
164627,58,5,0,7,7,,,902,4,17,1
3097573,58,6,4,18,4,,,903,8,17,5
1089058,58,7,0,9,3,,,904,9,25,4
326173,58,8,2,10,9,,,905,5,14,3
1867561,58,9,3,10,15,,,906,5,26,1
2143792,58,10,3,11,7,,,907,24,10,2
139882,58,11,5,9,9,,,908,6,22,3
2830335,58,12,0,13,16,,,909,4,14,2
2023100,58,13,0,12,7,,,910,13,8,3
2144995,58,14,5,12,30,,,911,40,9,3
1976929,58,15,4,21,6,,,912,8,6,2
2128599,58,16,4,12,7,,,913,28,13,3
584586,59,1,5,15,,,,914,34,8,3
1385031,59,2,1,10,24,,,915,10,19,2
2149689,59,3,0,10,6,,,916,7,23,1
3050891,59,4,2,12,2,,,917,26,7,3
2395967,59,5,3,9,15,,,918,5,18,2
1071381,59,6,2,10,20,,,919,11,18,3
2756878,59,7,2,11,14,,,920,5,12,3
2994801,59,8,3,11,29,,,921,13,21,5
1794276,59,9,0,21,30,,,922,4,26,3
1625716,59,10,4,8,11,,,923,13,13,3
1651215,59,11,0,12,10,,,924,15,22,3
2769226,60,1,0,20,,,,925,4,11,3
1205618,60,2,5,14,26,,,926,8,12,2
291527,60,3,2,13,11,,,927,5,4,4
1783260,60,4,2,11,28,,,928,9,16,1
3224056,60,5,5,15,24,,,929,4,8,4
989260,60,6,2,14,25,,,930,5,20,2
2132947,60,7,5,18,30,,,931,4,26,2
1597833,60,8,1,11,30,,,932,32,10,3
1099519,60,9,4,22,30,,,933,33,11,1
817409,61,1,2,11,,,,934,6,24,3
1839867,61,2,5,10,30,,,935,19,15,3
3160844,61,3,5,15,14,,,936,7,28,4
1713067,61,4,1,9,30,,,937,11,15,4
144494,61,5,4,10,17,,,938,15,22,3
2887267,62,1,1,0,,,,939,7,23,2
964058,62,2,4,10,10,,,940,8,18,2
2163945,62,3,6,11,30,,,941,10,7,3
3349827,62,4,0,13,15,,,942,10,6,2
1376443,62,5,4,20,4,,,943,4,19,3
2655621,62,6,4,14,14,,,944,4,12,4
1275664,62,7,1,14,18,,,945,10,20,4
1812321,62,8,4,13,30,,,946,19,19,2
2512030,62,9,4,14,14,,,947,40,9,3
479208,62,10,1,12,4,,,948,10,19,3
1019719,62,11,2,12,29,,,949,9,18,3
2205298,63,1,3,20,,,,950,16,18,2
2568280,63,2,0,9,11,,,951,4,25,3
1763414,63,3,4,14,11,,,952,4,21,5
3092533,63,4,0,11,24,,,953,10,16,1
414538,63,5,1,10,8,,,954,12,18,4
1538989,63,6,6,14,12,,,955,6,9,2
3077044,63,7,1,14,9,,,956,12,19,2
2644515,63,8,2,19,15,,,957,33,6,3
495013,63,9,0,10,26,,,958,38,9,2
973757,63,10,2,14,2,,,959,10,24,3
1225619,63,11,0,7,5,,,960,20,7,3
863243,63,12,6,13,6,,,961,50,7,3
226861,63,13,6,14,7,,,962,28,13,3
107377,63,14,6,8,7,,,963,49,5,3
2286777,63,15,5,12,6,,,964,100,2,3
390867,63,16,3,15,5,,,965,6,19,2
3140578,63,17,1,11,19,,,966,16,12,4
561303,63,18,5,12,4,,,967,5,30,5
1023723,63,19,3,16,5,,,968,59,6,2
2104282,63,20,3,14,7,,,969,12,14,2
2838026,63,21,5,9,2,,,970,7,13,2
1764004,63,22,3,14,5,,,971,25,15,3
3028801,63,23,3,12,7,,,972,23,10,3
2793873,63,24,6,13,3,,,973,26,12,2
2158097,63,25,0,5,8,,,974,7,28,4
1580628,63,26,5,17,5,,,975,32,12,3
383458,63,27,2,11,11,,,976,5,6,4
97480,63,28,4,8,9,,,977,14,15,3
3301134,63,29,1,18,11,,,978,15,17,1
2352518,63,30,5,12,4,,,979,15,18,2
1128333,63,31,2,17,4,,,980,47,8,3
1023454,63,32,1,13,6,,,981,7,4,3
586227,63,33,3,12,9,,,982,14,24,2
77449,63,34,1,12,12,,,983,7,21,3
1816750,63,35,1,12,14,,,984,51,2,2
2190355,63,36,1,12,14,,,985,10,15,3
2617055,63,37,6,9,12,,,986,21,9,5
1223316,63,38,1,14,9,,,987,8,19,3
443742,63,39,0,11,13,,,988,4,25,1
2989905,63,40,6,8,13,,,989,4,12,3
802141,64,1,2,14,,,,990,10,14,5
2601258,64,2,6,10,11,,,991,6,14,2
2057180,64,3,1,22,2,,,992,22,16,4
2507322,64,4,6,17,12,,,993,14,15,3
33681,64,5,5,0,6,,,994,11,18,2
629726,64,6,3,20,19,,,995,36,9,3
2302602,64,7,5,20,9,,,996,5,20,4
3215917,64,8,6,17,15,,,997,18,17,2
2754807,64,9,6,15,7,,,998,27,8,2
3129760,64,10,1,10,9,,,999,39,9,3
2639013,64,11,0,13,27,,,1000,8,13,2
1583644,65,1,0,9,,,,,,,
3253911,65,2,0,9,7,,,,,,
1422896,65,3,0,10,14,,,,,,
3003586,65,4,1,13,1,,,,,,
1625976,65,5,5,14,4,,,,,,
2133732,65,6,6,15,15,,,,,,
1999119,65,7,0,15,1,,,,,,
225812,65,8,1,12,29,,,,,,
2843095,65,9,2,10,8,,,,,,
3029625,65,10,1,8,6,,,,,,
692225,65,11,4,9,30,,,,,,
2630919,65,12,4,8,7,,,,,,
2028484,65,13,4,15,14,,,,,,
864720,65,14,2,9,30,,,,,,
1072954,65,15,6,17,30,,,,,,
1089019,66,1,2,17,,,,,,,
2143319,66,2,5,12,30,,,,,,
4595,66,3,3,21,30,,,,,,
2360283,66,4,6,12,30,,,,,,
2401332,66,5,0,10,30,,,,,,
932035,66,6,1,11,30,,,,,,
34647,66,7,3,19,23,,,,,,
3205960,67,1,3,11,,,,,,,
970922,67,2,1,15,5,,,,,,
596585,67,3,1,13,7,,,,,,
2037087,67,4,2,9,8,,,,,,
2474111,67,5,3,14,8,,,,,,
1568481,67,6,3,12,7,,,,,,
1723781,67,7,2,13,6,,,,,,
2048527,67,8,2,11,7,,,,,,
2389031,67,9,2,14,7,,,,,,
2378562,67,10,1,10,6,,,,,,
1515698,67,11,1,11,7,,,,,,
1928050,67,12,2,12,8,,,,,,
1949274,67,13,1,10,6,,,,,,
551869,67,14,1,9,7,,,,,,
2233579,67,15,2,15,15,,,,,,
768572,67,16,4,10,9,,,,,,
46584,67,17,1,19,11,,,,,,
150528,67,18,5,16,4,,,,,,
29758,67,19,0,14,9,,,,,,
2812906,67,20,3,13,3,,,,,,
1558976,67,21,1,9,5,,,,,,
863974,67,22,1,11,14,,,,,,
2308399,67,23,1,14,14,,,,,,
1931044,67,24,2,12,1,,,,,,
2757217,67,25,0,11,5,,,,,,
2333802,68,1,5,10,,,,,,,
35187,68,2,5,12,21,,,,,,
1830818,68,3,4,19,30,,,,,,
2253039,68,4,3,13,30,,,,,,
1084179,68,5,1,11,30,,,,,,
3117228,68,6,6,14,30,,,,,,
3024191,68,7,2,15,30,,,,,,
2576966,69,1,2,16,,,,,,,
2624115,69,2,2,12,14,,,,,,
539112,69,3,2,18,14,,,,,,
2023333,69,4,3,22,8,,,,,,
2550244,69,5,2,14,13,,,,,,
2817181,69,6,2,11,7,,,,,,
2260493,70,1,6,18,,,,,,,
2708482,70,2,3,18,11,,,,,,
3087916,70,3,1,19,5,,,,,,
3080922,70,4,4,16,17,,,,,,
737301,70,5,0,13,30,,,,,,
939800,70,6,4,16,11,,,,,,
2509231,70,7,4,15,30,,,,,,
2373040,70,8,6,12,9,,,,,,
2950172,70,9,4,19,12,,,,,,
2848644,70,10,4,20,14,,,,,,
450929,70,11,3,18,30,,,,,,
2446697,70,12,6,20,30,,,,,,
29902,70,13,2,17,30,,,,,,
669729,70,14,5,12,30,,,,,,
364423,71,1,3,10,,,,,,,
1962560,71,2,3,16,7,,,,,,
1841185,71,3,5,12,9,,,,,,
3112384,71,4,0,19,2,,,,,,
2012622,71,5,4,21,18,,,,,,
434668,71,6,2,14,12,,,,,,
2861050,71,7,3,9,8,,,,,,
2606009,71,8,3,16,14,,,,,,
920597,71,9,5,14,30,,,,,,
21889,71,10,2,15,11,,,,,,
1382694,71,11,5,13,3,,,,,,
1964503,71,12,0,13,30,,,,,,
2538672,71,13,5,6,26,,,,,,
1437649,71,14,0,15,16,,,,,,
2600443,71,15,1,9,8,,,,,,
322607,71,16,3,17,16,,,,,,
461359,71,17,1,11,12,,,,,,
2389339,71,18,4,14,10,,,,,,
1072501,71,19,4,9,14,,,,,,
703584,71,20,6,14,9,,,,,,
2075249,71,21,3,15,18,,,,,,
3065988,71,22,5,16,23,,,,,,
1551092,71,23,2,10,18,,,,,,
3038639,71,24,5,13,17,,,,,,
2451656,72,1,5,15,,,,,,,
1070540,72,2,1,14,30,,,,,,
2661469,72,3,2,13,8,,,,,,
389760,72,4,6,13,4,,,,,,
2186390,72,5,5,13,13,,,,,,
2050302,72,6,6,14,15,,,,,,
2844729,72,7,6,11,21,,,,,,
1567570,72,8,0,14,15,,,,,,
2820122,72,9,4,16,11,,,,,,
1016285,72,10,5,16,15,,,,,,
797450,72,11,4,16,6,,,,,,
2520276,72,12,6,12,30,,,,,,
2608424,72,13,2,14,30,,,,,,
2286453,73,1,2,17,,,,,,,
1463865,73,2,3,20,30,,,,,,
2483845,73,3,3,19,14,,,,,,
408636,73,4,5,16,16,,,,,,
1908303,73,5,3,16,26,,,,,,
917141,73,6,0,13,25,,,,,,
2499247,73,7,1,20,22,,,,,,
2883656,73,8,6,18,30,,,,,,
643818,74,1,5,8,,,,,,,
360105,74,2,5,6,7,,,,,,
1154777,74,3,1,8,10,,,,,,
1386615,74,4,3,7,23,,,,,,
3391303,74,5,1,13,30,,,,,,
482516,74,6,4,7,10,,,,,,
1519861,75,1,5,13,,,,,,,
2071859,75,2,1,14,17,,,,,,
2773128,75,3,3,13,9,,,,,,
1604099,75,4,4,16,15,,,,,,
2003456,75,5,1,14,4,,,,,,
207152,75,6,1,13,7,,,,,,
2123286,75,7,0,14,6,,,,,,
690372,75,8,5,15,5,,,,,,
64791,75,9,2,13,11,,,,,,
1047678,75,10,5,12,3,,,,,,
44604,75,11,4,11,6,,,,,,
20042,75,12,3,12,6,,,,,,
1354911,75,13,1,13,5,,,,,,
2391532,75,14,1,12,7,,,,,,
2641583,75,15,0,13,6,,,,,,
2322830,75,16,6,12,6,,,,,,
122274,75,17,2,13,10,,,,,,
2433377,75,18,6,13,11,,,,,,
1972009,75,19,6,12,7,,,,,,
1338309,75,20,6,11,14,,,,,,
3192011,75,21,0,13,22,,,,,,
1578024,75,22,2,13,9,,,,,,
1657089,75,23,4,14,9,,,,,,
1970262,75,24,3,11,6,,,,,,
3045366,76,1,3,10,,,,,,,
1522904,76,2,5,11,30,,,,,,
1934930,76,3,2,11,25,,,,,,
1491175,76,4,1,7,13,,,,,,
2102068,76,5,1,11,0,,,,,,
2763506,76,6,3,9,30,,,,,,
2792895,76,7,4,8,29,,,,,,
1474394,76,8,2,9,19,,,,,,
380972,76,9,4,8,30,,,,,,
3294399,76,10,4,8,14,,,,,,
2669994,77,1,2,11,,,,,,,
2896422,77,2,1,13,30,,,,,,
474349,77,3,0,15,27,,,,,,
1574973,77,4,2,9,16,,,,,,
2878839,77,5,0,9,5,,,,,,
431626,77,6,1,11,15,,,,,,
2239642,77,7,6,14,5,,,,,,
1094601,77,8,6,18,7,,,,,,
2525859,77,9,0,17,8,,,,,,
1941570,77,10,0,9,7,,,,,,
2432711,77,11,1,11,22,,,,,,
737247,77,12,0,15,6,,,,,,
2681168,77,13,0,15,28,,,,,,
609104,78,1,1,19,,,,,,,
843529,78,2,6,10,5,,,,,,
85768,78,3,0,8,8,,,,,,
3001769,78,4,2,7,9,,,,,,
91957,78,5,0,14,30,,,,,,
1009350,78,6,6,10,30,,,,,,
1700658,78,7,6,11,7,,,,,,
1913204,79,1,0,12,,,,,,,
3189274,79,2,0,14,7,,,,,,
2667939,79,3,1,17,8,,,,,,
2246974,79,4,0,16,13,,,,,,
1390523,79,5,0,2,21,,,,,,
2726708,79,6,1,19,30,,,,,,
1882917,79,7,0,15,30,,,,,,
21708,79,8,0,6,30,,,,,,
1331103,80,1,2,6,,,,,,,
2122341,80,2,2,16,21,,,,,,
2875845,80,3,0,16,12,,,,,,
338550,80,4,1,10,8,,,,,,
3348165,80,5,6,15,5,,,,,,
1141480,80,6,0,13,8,,,,,,
3276030,80,7,5,12,12,,,,,,
1631228,80,8,3,15,12,,,,,,
1506191,80,9,2,8,6,,,,,,
2434894,80,10,1,15,6,,,,,,
3090438,80,11,2,13,8,,,,,,
2001654,80,12,1,9,6,,,,,,
2178718,80,13,2,8,8,,,,,,
3097714,81,1,2,15,,,,,,,
1310932,81,2,1,12,6,,,,,,
2759128,81,3,1,9,14,,,,,,
2027712,81,4,3,19,30,,,,,,
1812985,81,5,2,20,30,,,,,,
2139400,81,6,3,7,29,,,,,,
1928924,81,7,4,18,30,,,,,,
1734166,81,8,5,18,8,,,,,,
1889835,82,1,3,15,,,,,,,
762760,82,2,0,11,18,,,,,,
499460,82,3,5,10,5,,,,,,
2728456,82,4,0,11,16,,,,,,
